feature,mean_importance
feat_113,-0.0024665770366676387
feat_125,-0.0023965993859521805
feat_48,-0.0022582708422517637
feat_31,-0.0022321163674168696
feat_95,-0.0019102317525255374
feat_112,-0.0018857223045277926
feat_82,-0.0018704669015041642
feat_12,-0.0016428729062942348
feat_121,-0.0013431248777816985
feat_49,-0.0012567424026777684
feat_47,-0.0012156535922994926
feat_18,-0.0012087359004073095
feat_83,-0.001091739872704034
feat_104,-0.0010770792449259492
feat_79,-0.001018563591893784
feat_24,-0.0008775833611314621
feat_71,-0.0008015877384545345
feat_55,-0.0006961435988353415
feat_84,-0.0006050903383763683
feat_108,-0.0005432222372095507
feat_56,-0.0005068180752691332
feat_114,-0.0004881716499240296
feat_89,-0.00046030144585744724
feat_96,-0.00042798357961417734
feat_111,-0.00037714230268444117
feat_115,-0.0003531203991288034
feat_99,-0.00029318143313814546
feat_91,-0.0002417531370744186
feat_59,-0.0001678084619580078
feat_86,-0.00014068565167733028
feat_116,-0.00012210936182002196
feat_93,-0.0001045713885364341
feat_29,-4.336704544636305e-05
feat_21,-1.532220662829875e-05
feat_92,6.333180832440721e-05
feat_62,6.888268551099585e-05
feat_106,8.881204858621761e-05
feat_117,0.00010425140920953258
feat_41,0.00011029160413924543
feat_68,0.00026530279911869404
feat_44,0.000425104556689293
feat_64,0.00044232603680831594
feat_8,0.00046815474009620495
feat_32,0.0005292325800131392
feat_105,0.0005812904830784005
feat_52,0.0006094689598261871
feat_90,0.0006256504406050745
feat_126,0.000663894563869083
feat_53,0.0007072642072273316
feat_26,0.0007226547203622146
feat_120,0.0008049681409947107
feat_67,0.0008482466909619735
feat_30,0.0008520331637236866
feat_97,0.0008803891858501611
feat_65,0.0008936230434686054
feat_17,0.0008957312294192388
feat_118,0.0009347927239946596
feat_20,0.0009718572062228148
feat_35,0.000985964924629501
feat_57,0.001001110669936467
feat_14,0.0010626270742655208
feat_70,0.001076184836214167
feat_85,0.0011252188682506104
feat_76,0.001127372823931494
feat_46,0.001132504627018771
feat_66,0.0011396172823154194
feat_34,0.0011865366942307887
feat_36,0.001220951184248431
feat_75,0.0012862010787426438
feat_73,0.0013238588039104382
feat_88,0.0013417351777747389
feat_61,0.0013746784458232852
feat_13,0.0014595172779181987
feat_100,0.001462841035187945
feat_123,0.0017130502203594356
feat_39,0.001716834492449637
feat_80,0.001772919836334741
feat_127,0.001865917002164874
feat_43,0.0019534656642409944
feat_72,0.0019764375371674526
feat_101,0.0019775149374269274
feat_98,0.0020061326364637865
feat_22,0.0020891364688459422
feat_103,0.0023383366129452908
feat_107,0.002579145369395541
feat_77,0.002607470639159093
feat_102,0.002626832909813581
feat_110,0.002673812933985964
feat_9,0.0027035834820707595
feat_87,0.002721612916895877
feat_10,0.0027495848645600284
feat_124,0.002756746632998719
feat_11,0.0028446441799867992
feat_74,0.002856041720283975
feat_3,0.0029533652968584344
feat_54,0.002983433695330473
feat_45,0.0029843352774224785
feat_94,0.0029844095795324987
feat_78,0.0030110595777584014
feat_50,0.0030332333670376687
feat_119,0.0030737973299212575
feat_60,0.003236756123880391
feat_109,0.0036157433170798336
feat_4,0.004022466676381886
feat_1,0.00434782199650754
feat_33,0.004630189546167141
feat_63,0.00463437260451256
feat_28,0.004687933937306621
feat_42,0.004757439032342536
feat_69,0.0050921137765985724
feat_23,0.005157256756482109
feat_38,0.005205523663259481
feat_51,0.005538581076583315
feat_37,0.005762039577937616
feat_27,0.005782952881366788
feat_0,0.005978282105509436
feat_15,0.006349480225547222
feat_122,0.0063869967053053365
feat_40,0.006626356616194107
feat_25,0.007878413698584618
feat_58,0.007958153281206037
feat_2,0.00956036515239318
feat_19,0.00976876939211182
feat_5,0.011135314890419612
feat_81,0.012904309207641606
feat_16,0.013138337212497775
feat_6,0.01682018433041097
feat_7,0.03352161163520615
