feature,mean_importance
feat_71,-0.0025330534861528697
feat_13,-0.002364989139296947
feat_87,-0.0018769309237097298
feat_30,-0.0018683775547345904
feat_110,-0.0016393533346612088
feat_79,-0.0016037886830807314
feat_65,-0.0014921422974458088
feat_51,-0.001466534285999055
feat_18,-0.0012373010006198949
feat_83,-0.0011230761971832148
feat_39,-0.0011063113187344876
feat_84,-0.0010687164221608648
feat_28,-0.0009452668288994825
feat_27,-0.0009318753616931686
feat_89,-0.000903282642557901
feat_42,-0.0008929895037060875
feat_90,-0.0008664788703342197
feat_85,-0.0008386190221516098
feat_88,-0.0007521871146257241
feat_8,-0.0007468505568140937
feat_31,-0.0006438576230858528
feat_57,-0.0006124518375642207
feat_126,-0.00057591836749884
feat_127,-0.0005347445139714857
feat_91,-0.0005202233764475927
feat_72,-0.00047584839954570855
feat_75,-0.00043901673413999643
feat_118,-0.0004307590727858246
feat_66,-0.00040744253879656525
feat_68,-0.00040317269486529473
feat_52,-0.0003267804157489174
feat_112,-0.00031106160475085075
feat_105,-0.0002905316632591637
feat_29,-0.0002748913442940593
feat_111,-0.0002643400871054524
feat_117,-0.0002634936805391286
feat_44,-0.0002520808333485114
feat_50,-0.00012515261629231222
feat_82,-3.154059859458158e-05
feat_92,-6.419869253360133e-06
feat_116,6.999799519082916e-05
feat_10,0.00010065845206497226
feat_113,0.00013139703215241382
feat_74,0.00014266959661601852
feat_76,0.00018563704497958077
feat_48,0.00019552146025103578
feat_37,0.0002189873913888807
feat_53,0.00022489031101897706
feat_46,0.0002291175913087473
feat_54,0.00033789760985742935
feat_102,0.0003417279725540734
feat_86,0.0003524862952939634
feat_49,0.00039191304162615735
feat_119,0.0003979399831072872
feat_114,0.00041785605770583434
feat_100,0.0004500239797346595
feat_70,0.00045707342911560644
feat_34,0.0004594194719210076
feat_125,0.0004984416528580837
feat_35,0.0005019216420694139
feat_103,0.0005071602734161961
feat_96,0.0005774209607625203
feat_101,0.0005816771300356071
feat_94,0.0006452967126580278
feat_11,0.0006501154038361934
feat_98,0.0007117005984583535
feat_21,0.0008727288781035014
feat_64,0.0008770876296141817
feat_106,0.0009419483285312946
feat_123,0.0009841308502587687
feat_0,0.0010168813230081897
feat_120,0.0010250692723478005
feat_77,0.001057887063297347
feat_95,0.0010760364363900932
feat_61,0.0010947861715094654
feat_115,0.0011123968724184642
feat_45,0.001158060269877592
feat_62,0.0012272250037803855
feat_26,0.001370397388758371
feat_47,0.0014716467369767726
feat_56,0.0014919018827275643
feat_73,0.0015165067076178484
feat_67,0.001580071799454541
feat_43,0.0015839465202984737
feat_59,0.0015899365573931235
feat_124,0.0016699716045669
feat_109,0.0016708200206687618
feat_104,0.0017136878887606065
feat_121,0.0017440075344328898
feat_24,0.0017568421974038183
feat_55,0.0017758456495925667
feat_107,0.001810061332455626
feat_80,0.001846849637930781
feat_99,0.0018651029079999714
feat_93,0.0018717980694990199
feat_41,0.001968084762278033
feat_122,0.0020065015406262265
feat_14,0.00210331282313343
feat_97,0.0021850907271578233
feat_108,0.0022555092261870024
feat_1,0.0023243147323352533
feat_63,0.0023393758321536007
feat_22,0.002511509219035357
feat_69,0.002661147306910272
feat_32,0.0026620203757687253
feat_60,0.0027626892862247397
feat_33,0.00278711219868375
feat_9,0.0029042531007688276
feat_25,0.002907942199118185
feat_3,0.0030569497125197964
feat_36,0.0032524547118538026
feat_78,0.0032908294856733413
feat_4,0.003550181558858978
feat_12,0.003952915737330876
feat_17,0.004316879181312428
feat_23,0.004379506865948768
feat_58,0.005221083574754881
feat_20,0.005564610587218577
feat_5,0.005915846898466004
feat_40,0.006202593891839503
feat_81,0.006460350194891507
feat_38,0.007093090411673697
feat_15,0.008553678848214674
feat_2,0.00995138890838232
feat_19,0.010830707603728928
feat_7,0.02070647633441953
feat_6,0.02167326905519209
feat_16,0.02215936241312475
