feature,mean_importance
feat_44,-0.0025124752384726003
feat_78_diff_feat_80,-0.0021560514737469783
feat_2_ratio_feat_103,-0.0017645576943690511
feat_24,-0.0016632733767322882
feat_49,-0.0016317447041379386
feat_120_sum_feat_3,-0.0013408582849254724
feat_79,-0.0012561051600554318
feat_81_multiply_feat_47,-0.0012364216408415451
feat_12,-0.0012152343112549647
feat_87,-0.0012054211202879195
feat_33_ratio_feat_88,-0.0010949336900632155
feat_89,-0.0010634496672401906
feat_104,-0.0010389586157309783
feat_77,-0.000951025475353684
feat_121,-0.000877880131680997
feat_96,-0.0008770559228301833
feat_107,-0.0007840475280151526
feat_102,-0.0007713033228122113
feat_52,-0.0007028392346340784
feat_31,-0.0006311155488931908
feat_32,-0.0006050362342678417
feat_71,-0.0005567628442747274
feat_75,-0.0005169877776776355
feat_68,-0.0005154053069188258
feat_94_multiply_feat_17,-0.0005037083134636023
feat_88,-0.0004986500221938028
feat_125,-0.0004949315840176328
feat_105,-0.0004864947414928933
feat_82,-0.0004668792890565543
feat_100,-0.0004655288234952204
feat_33,-0.0004531806014884454
feat_53,-0.0004339506957429906
feat_10,-0.00041565314857550106
feat_84,-0.0004090866980527963
feat_34,-0.00035975254452951243
feat_118,-0.0003561638866075523
feat_50,-0.0003000068307095649
feat_111,-0.00023982029519156178
feat_47_sum_feat_3,-0.00023456341568777183
feat_0,-0.00023113682196620466
feat_78,-0.00021535403191714765
feat_61,-0.00018080931694834933
feat_97,-0.0001773085141245856
feat_92,-0.00010203777729955732
feat_69,-9.79755914107594e-05
feat_101,-3.751734156673958e-05
feat_95,2.0231447156615622e-05
feat_86,2.83580972836317e-05
feat_70,7.960105002684515e-05
feat_26_ratio_feat_31,8.732949401983881e-05
feat_127,9.572217150952689e-05
feat_39,0.00010090848944515063
feat_74,0.00013135644519179923
feat_103,0.00017622976042399596
feat_21,0.00019378441627333488
feat_50_diff_feat_78,0.00023396579047720855
feat_114,0.00024345949705568694
feat_120,0.00028587736032605895
feat_90,0.00028945242828650743
feat_73,0.0003464854736679124
feat_42,0.0003647619859865836
feat_112,0.0004392105641934041
feat_64,0.00046596449121822926
feat_115,0.00047244286246148624
feat_66,0.0005264829296742768
feat_93,0.0005535462268105417
feat_57,0.0006040996426866618
feat_62,0.0006282601780729369
feat_30,0.0007767892084106443
feat_116,0.0008009326663569683
feat_80,0.0008165045004885352
feat_26,0.000832404040334378
feat_65,0.0008421458343686128
feat_29,0.0008753419143606944
feat_109,0.0009159547561683468
feat_18,0.0009782083401286945
feat_41,0.000989881673670112
feat_98,0.001017789486529219
feat_13,0.0010990367851899442
feat_110_multiply_feat_28,0.001137970954737799
feat_85,0.0012136162131638928
feat_23,0.001248348385694098
feat_67,0.0012571721858474216
feat_72,0.0012610369875117877
feat_15,0.0012906956740674548
feat_117,0.0012936592065043717
feat_81_multiply_feat_38,0.0012962872244699276
feat_94,0.0014619171289259824
feat_76,0.001461955697410322
feat_108,0.0015279754256345868
feat_113,0.0015292039120904598
feat_3,0.0015368551828354171
feat_46,0.0015962729585243362
feat_8,0.0016870491044637336
feat_56,0.001743199331708145
feat_106,0.0017481247626679685
feat_17,0.001876115384289201
feat_47,0.001978436171753728
feat_119_sum_feat_13,0.0020394043224320367
feat_91,0.0020758869382677013
feat_14,0.0021369240429799817
feat_126,0.002208986829846382
feat_22,0.0023449276565660425
feat_122,0.0023902560059069653
feat_110,0.0024824066996789185
feat_51,0.002509121520464075
feat_1,0.002569920788850988
feat_124,0.002595004771072884
feat_48,0.0026384112958048435
feat_55,0.0026916048205462228
feat_9,0.002833792654084921
feat_59,0.0028399558040880456
feat_99,0.0028995438013351914
feat_123,0.0030773993113095478
feat_37,0.0031683547719263184
feat_43,0.0031697885382922174
feat_63,0.003337096016677221
feat_20,0.003374519973030421
feat_35,0.0034039376360692542
feat_54,0.0035556214233333217
feat_45,0.003875205359830991
feat_83,0.004046672917109006
feat_4,0.004254429921676484
feat_19,0.0047255332199257925
feat_11,0.00522958720814426
feat_119,0.0052434768346526495
feat_60,0.005525852708854795
feat_2,0.006457490554006129
feat_38,0.006785417311077069
feat_25,0.007481062129749283
feat_27,0.007536903321927513
feat_5,0.00795304209207599
feat_28,0.008824159114666474
feat_40,0.009869537242248172
feat_58,0.010309793196934636
feat_36,0.010915970079377436
feat_81,0.01118692958671621
feat_16,0.012354690534471335
feat_6,0.014374358058440983
feat_7,0.027092029316894296
