feature,mean_importance
feat_41,-0.00015186915363583076
feat_47,-0.00015112708019504595
feat_24,-0.00014153725697130248
feat_113,-0.00012512077248034715
feat_76,-0.0001244684237686311
feat_97,-7.852163967503323e-05
feat_90,-7.607309127810602e-05
feat_31,-7.522581373842208e-05
feat_85,-6.44320911728613e-05
feat_92,-5.280844645882965e-05
feat_107,-5.18173269457467e-05
feat_86,-4.292114357502541e-05
feat_35,-4.215654725885365e-05
feat_68,-3.6805779871684766e-05
feat_34,-3.518106966882151e-05
feat_30,-3.074809667760192e-05
feat_96,-3.0305559275456417e-05
feat_87,-2.8029525647710328e-05
feat_116,-2.759213202541133e-05
feat_75,-2.2891758420717777e-05
feat_111,-2.269388519660076e-05
feat_83,-2.2362459225400146e-05
feat_53,-2.0715740485588442e-05
feat_71,-2.0291832187435688e-05
feat_29,-1.952451283946388e-05
feat_57,-1.4320424155966904e-05
feat_104,-1.0658946696207038e-05
feat_115,-7.63055805967916e-06
feat_117,-6.124188226985794e-06
feat_89,-6.052481079121818e-06
feat_120,-5.021447852593397e-06
feat_127,-2.1924974333398238e-06
feat_98,-1.8321302614143776e-06
feat_103,-1.4360800938639785e-06
feat_108,-1.0190357195849487e-06
feat_67,-9.365626386870218e-07
feat_66,7.783051338972058e-07
feat_65,1.0167397289428947e-06
feat_80,6.11465499531505e-06
feat_12,7.9365386920216e-06
feat_118,9.140770613180749e-06
feat_55,1.1405749568460522e-05
feat_119,1.2414393511672727e-05
feat_74,1.4175661848891963e-05
feat_84,1.9504245749946138e-05
feat_21,1.9622046821243798e-05
feat_79,1.9660759118211858e-05
feat_44,2.255644414281832e-05
feat_91,2.3812379081000756e-05
feat_42,2.4002746964635336e-05
feat_8,2.619326230677288e-05
feat_114,2.7448183430944796e-05
feat_94,2.8331964893268946e-05
feat_62,2.9489090550072206e-05
feat_112,2.9658559640033388e-05
feat_54,3.1074814854603614e-05
feat_18,3.277336802396391e-05
feat_61,3.526038493921746e-05
feat_49,3.9123150497388794e-05
feat_105,4.1941677730861215e-05
feat_100,5.010901361384157e-05
feat_59,5.516007666952483e-05
feat_121,5.877443312169994e-05
feat_78,6.096810222424587e-05
feat_39,6.27955014349979e-05
feat_93,6.339740834828688e-05
feat_45,6.530941248117372e-05
feat_50,6.604395040565869e-05
feat_124,6.752743203404243e-05
feat_106,7.160991286809803e-05
feat_82,7.709854256474636e-05
feat_101,7.802062894852746e-05
feat_125,7.934751291696073e-05
feat_109,7.956692110506758e-05
feat_88,8.05488227217932e-05
feat_33,8.223383563632503e-05
feat_102,8.507391752958782e-05
feat_95,8.52866360042892e-05
feat_126,8.620668042600422e-05
feat_56,9.495988919834275e-05
feat_70,9.518942021893295e-05
feat_64,9.826922730846733e-05
feat_73,0.00010844029007714973
feat_10,0.00011651133697934135
feat_52,0.00011927305324208604
feat_48,0.00012297890148404989
feat_46,0.00012417848872403603
feat_32,0.0001282334451874867
feat_14,0.00013242506186013082
feat_123,0.00013550178745731501
feat_22,0.00016318903987158073
feat_110,0.00017043349352117155
feat_72,0.00017400895729284825
feat_43,0.0001756516603370173
feat_77,0.00018132900276781604
feat_122,0.0001876775471257197
feat_69,0.0001883309415169787
feat_0,0.00022605455449205004
feat_13,0.0002283956294310663
feat_99,0.0002373645238555877
feat_26,0.00023875712065133393
feat_9,0.00025040259413233734
feat_51,0.0003225860684306525
feat_11,0.00032724848767440307
feat_4,0.00033027595972909827
feat_27,0.00041816942395831445
feat_60,0.0004242788782015339
feat_23,0.0004548632581577117
feat_38,0.0004555421538425364
feat_58,0.0004824760876688039
feat_20,0.0005153095660504814
feat_36,0.0005905742980647499
feat_37,0.000686099155137887
feat_28,0.0007234919480560098
feat_81,0.0008180703999131733
feat_3,0.0009070070035315681
feat_17,0.0010871137769877138
feat_40,0.0012767374031804391
feat_25,0.0014181974130794916
feat_15,0.002025781954519479
feat_1,0.0022392772351663482
feat_63,0.0022609408137143293
feat_5,0.0026983107901437987
feat_19,0.00386232903910253
feat_2,0.004077273774535595
feat_6,0.007129486865808499
feat_16,0.016408432410862428
feat_7,0.03895448127834191
