feature,mean_importance
feat_84,-0.001905041619662895
feat_44,-0.001662848400902961
feat_95,-0.00159251034494301
feat_101,-0.001518595399492595
feat_62,-0.0014838667506095638
feat_18,-0.001465128813243588
feat_107,-0.0012144279767523302
feat_52,-0.001027140362402168
feat_90,-0.0010249580372057698
feat_32,-0.000976566143041513
feat_109,-0.0009340098790365126
feat_89,-0.0009183809261652965
feat_100,-0.0008810238422242156
feat_64,-0.0007552261957212592
feat_61,-0.0007488695840613735
feat_71,-0.0007433660854486047
feat_98,-0.0007283900592103931
feat_88,-0.0006857968906338163
feat_17,-0.0006812789065561376
feat_80,-0.0006718079524643761
feat_97,-0.0005890770920226496
feat_69,-0.00046089944251126447
feat_87,-0.0004061058021733732
feat_82,-0.0003333141131698136
feat_115,-0.0002980496187215298
feat_21,-0.00023051045291979654
feat_102,-0.00022918996646872358
feat_125,-0.00020069500416710628
feat_24,-0.00018763793801557238
feat_67,-0.00017917414953159128
feat_41,-0.00014302668552685916
feat_66,-0.0001236183389802914
feat_25,-0.00011553023997059597
feat_105,-9.854191775000576e-05
feat_57,-9.622587574931174e-05
feat_56,-3.368325649819592e-05
feat_73,-2.0907682956061714e-05
feat_104,2.8572762539202934e-05
feat_68,2.9157026377224504e-05
feat_79,5.214110810256578e-05
feat_113,7.065789767746189e-05
feat_120,0.00016947662225508253
feat_34,0.00018777331222026296
feat_114,0.00019610849638931337
feat_121,0.0002745913268264566
feat_110,0.0002842002432145163
feat_54,0.0003879996693295862
feat_39,0.0004277644722050944
feat_93,0.00048452068049285033
feat_59,0.0005018786738146153
feat_77,0.0005154762963499371
feat_92,0.0005382852641936386
feat_91,0.0005617388817856339
feat_72,0.0005693401620339378
feat_108,0.0005866618210623509
feat_12,0.000591163839073161
feat_29,0.0005969667719779359
feat_111,0.0006110439515716104
feat_106,0.0006905756312670652
feat_31,0.0007754961789749437
feat_127,0.000777167361048603
feat_123,0.0008577026465345528
feat_96,0.0008611886949939862
feat_76,0.0008729537027337475
feat_74,0.0009097300601371927
feat_118,0.0009134256120708839
feat_103,0.000930652844460611
feat_86,0.0009447389367326142
feat_99,0.0009753074537786288
feat_70,0.0009956047457915008
feat_33,0.001019670085936264
feat_49,0.0010238308688888197
feat_35,0.0010457652580467159
feat_117,0.0011012629292694864
feat_15,0.0011356424719348502
feat_94,0.001150701416450528
feat_85,0.001153544200310197
feat_53,0.0012476841488150204
feat_75,0.0012973112239317076
feat_126,0.0014130551983549066
feat_116,0.0014885781098691985
feat_46,0.0015194016504433306
feat_65,0.001555816330797688
feat_50,0.001580431032049834
feat_112,0.0018719642960200122
feat_83,0.0018728328033164043
feat_55,0.0018936738996298886
feat_42,0.0019466453671186158
feat_124,0.0019797121314956813
feat_30,0.0019902694201486826
feat_1,0.0020002132363659665
feat_78,0.002016006753826938
feat_9,0.0020717278424577266
feat_48,0.002095534942572952
feat_22,0.0020986276840231134
feat_26,0.002140594329194667
feat_119,0.0021779562354784067
feat_23,0.0022589669076354736
feat_11,0.002293081654191775
feat_43,0.0023153453178716755
feat_63,0.0025675204827894536
feat_47,0.0026510118219476462
feat_3,0.002750350028228277
feat_0,0.0029882197883521087
feat_14,0.003071970327625473
feat_8,0.003242119644723762
feat_10,0.0033351458435459946
feat_122,0.0033476816052672165
feat_45,0.0035769281492222583
feat_13,0.0036017528912602125
feat_20,0.004074173188194963
feat_51,0.0044057580610246784
feat_4,0.004419550638003411
feat_60,0.004962749900693564
feat_37,0.005051613232708063
feat_38,0.0051698847610437415
feat_2,0.006011797631472882
feat_19,0.0064112183008606435
feat_40,0.007233874454981115
feat_27,0.007370679648254041
feat_28,0.008254433425864937
feat_5,0.008589212019241144
feat_36,0.008880080532877921
feat_58,0.010094384618788
feat_81,0.011785288186245291
feat_6,0.013652108488143844
feat_16,0.014821180007100443
feat_7,0.023559106153406683
