feature,mean_importance
feat_24,-0.00022608343279917342
feat_67,-0.0002183136274626296
feat_93,-0.00020777938443654608
feat_31,-0.0002037398371875332
feat_111,-0.00015768367011050887
feat_121,-0.00015632775965377377
feat_76,-0.00011376241333234116
feat_80,-9.107453254812992e-05
feat_84,-8.253650083824837e-05
feat_91,-7.760596240060646e-05
feat_85,-7.639379283632674e-05
feat_75,-7.290562804587175e-05
feat_18,-6.841089872209328e-05
feat_14,-6.46399460476843e-05
feat_98,-5.614435362402137e-05
feat_82,-5.387889882930707e-05
feat_89,-5.2470973537221965e-05
feat_126,-4.674250578238226e-05
feat_115,-4.298428866280624e-05
feat_119,-2.998281914317058e-05
feat_112,-2.5842433759448723e-05
feat_100,-2.532003093607127e-05
feat_125,-1.8178163799054125e-05
feat_47,-1.810561139174993e-05
feat_44,9.571891617254912e-06
feat_103,1.0860513441635079e-05
feat_87,2.2257529739788674e-05
feat_97,2.3988660368834402e-05
feat_105,3.0482738988490966e-05
feat_57,3.849211614737058e-05
feat_55,4.1927786631856814e-05
feat_33,5.814822208163317e-05
feat_56,5.882387638793674e-05
feat_86,6.022032230577068e-05
feat_101,6.690759602976382e-05
feat_104,7.017111469116432e-05
feat_90,7.131872363514979e-05
feat_120,7.370952664431663e-05
feat_61,7.755636867234905e-05
feat_39,8.331759137787386e-05
feat_53,8.55732214936733e-05
feat_113,8.618740527026603e-05
feat_68,9.992963219562778e-05
feat_52,0.00012052999617981897
feat_117,0.00012118573263137921
feat_59,0.00013092669540311076
feat_92,0.00014191377701386899
feat_62,0.00014208866064318036
feat_106,0.00014959524187687644
feat_74,0.00015033747923036688
feat_41,0.00015296237995303662
feat_64,0.00015328873238538155
feat_71,0.000153776882533041
feat_116,0.00015739320630545617
feat_29,0.00016273391875860633
feat_107,0.00016644801253986596
feat_21,0.00019131562024734538
feat_65,0.00019609362205694759
feat_73,0.00020146455535492437
feat_94,0.0002047962713091378
feat_79,0.00020577146812652546
feat_30,0.00020847434741584349
feat_66,0.00021203646381382502
feat_34,0.0002156718373036881
feat_96,0.00022268136519678627
feat_102,0.00022721127005869145
feat_46,0.00022905000328212743
feat_12,0.00023246765652213953
feat_8,0.0002339698770045029
feat_108,0.00023636187487365845
feat_48,0.00024494455129409065
feat_70,0.0002748540845183278
feat_127,0.000301515715761691
feat_77,0.00032030843148029843
feat_123,0.0003215094249988448
feat_32,0.0003353590619786795
feat_49,0.0003386155126974044
feat_88,0.00035877865247124774
feat_118,0.0003610967017941169
feat_114,0.0003944255384969564
feat_42,0.00039465387478745397
feat_50,0.00039499983173076905
feat_78,0.00040042414105267987
feat_72,0.0004222686816897969
feat_109,0.000443355379842858
feat_54,0.0004525663963642179
feat_83,0.00046622877981068457
feat_35,0.0004760961982166467
feat_51,0.0005105135708841413
feat_4,0.0005258557000880515
feat_124,0.0005499317031654627
feat_43,0.0005839016538683239
feat_26,0.0005892808352282453
feat_45,0.0006189357079223301
feat_95,0.0006584704219480874
feat_122,0.0006606415415844724
feat_99,0.0007366574458930852
feat_22,0.0007416778482678632
feat_10,0.0007424339485232023
feat_9,0.0007567796647469649
feat_23,0.0007968348144544501
feat_110,0.0007979084392859992
feat_0,0.0008268933766857778
feat_13,0.0008360180906207936
feat_11,0.0008652331947695657
feat_17,0.0008969877744696486
feat_37,0.0009214807733812114
feat_69,0.000974910083076308
feat_20,0.0010324213144434324
feat_38,0.0011988946171881398
feat_36,0.001323400335195668
feat_40,0.001496595046756788
feat_60,0.001530220942569671
feat_27,0.0016640535456077243
feat_58,0.0017827624175551283
feat_3,0.0017891374440309304
feat_28,0.0021096237990477773
feat_25,0.0023841213377800317
feat_63,0.0025463240646022454
feat_1,0.002872371421573505
feat_5,0.0031063751866912347
feat_81,0.0034005215903136323
feat_15,0.0043985147185958695
feat_19,0.004476803606715518
feat_2,0.006324813125642903
feat_6,0.009768211213949019
feat_16,0.01623582296376489
feat_7,0.03938477661344564
