feature,mean_importance
feat_68,-0.00043201584286707285
feat_59,-0.0004129962603567572
feat_89,-0.0004053051190170853
feat_75,-0.0003483076908699312
feat_82,-0.0003426622441361493
feat_41,-0.0003257460039258975
feat_90,-0.00028110986223714993
feat_118,-0.00024627329023247936
feat_97,-0.0002404399723514139
feat_113,-0.00022048925757509608
feat_79,-0.00020935824653154356
feat_120,-0.00019650278577116876
feat_61,-0.00019047187675578226
feat_111,-0.00016350464037173662
feat_67,-0.00016137171745689294
feat_85,-0.00015683577585772212
feat_100,-0.00012194089546873066
feat_32,-0.00010246357010004203
feat_98,-8.545777346200545e-05
feat_115,-4.275638289932271e-05
feat_78,-3.964010775987514e-05
feat_31,-3.41966609226807e-05
feat_18,-3.2993095700728504e-05
feat_21,-2.801852957985407e-05
feat_55,-2.4264739305634998e-05
feat_62,-1.6577732104638977e-05
feat_50,-6.789948556296111e-07
feat_66,1.3485923105438502e-05
feat_94,1.7163226920535735e-05
feat_86,1.9573012522822176e-05
feat_125,3.433445030021076e-05
feat_105,3.663311575661243e-05
feat_92,4.200026254386202e-05
feat_121,4.648567244958102e-05
feat_57,4.8206120629079587e-05
feat_71,5.075819477049492e-05
feat_99,5.756225285020733e-05
feat_52,8.144476155114155e-05
feat_106,8.809323065981368e-05
feat_53,9.23683002640896e-05
feat_77,9.522498721976635e-05
feat_49,9.79605819931173e-05
feat_35,0.00010379425215898408
feat_65,0.00011444169391563452
feat_107,0.00011962858397851495
feat_88,0.0001276914000161833
feat_24,0.00013023675231187414
feat_127,0.00013615260172346045
feat_73,0.000152812311409134
feat_119,0.00015315137522982082
feat_124,0.00015494839359257994
feat_117,0.0001567643502206284
feat_70,0.0001618585859054278
feat_87,0.00016225694599234509
feat_69,0.00017605441169679103
feat_103,0.00017809951291654081
feat_101,0.00019399330437059882
feat_43,0.00019581837412121494
feat_91,0.0001974687943467668
feat_95,0.00019834880479703277
feat_12,0.00019996084073155008
feat_126,0.00020212351956760966
feat_84,0.0002116606463194337
feat_64,0.00023610035381800288
feat_104,0.00024886754394064513
feat_56,0.0002522376102917168
feat_39,0.000258524485415057
feat_37,0.00026147330252284106
feat_29,0.0002897134755094344
feat_96,0.00029330607669770804
feat_47,0.0003060960063727469
feat_44,0.0003117723412497275
feat_10,0.000317672757368137
feat_0,0.00032629280683027506
feat_110,0.00034045866804419676
feat_30,0.00034405931131897827
feat_72,0.0003490973706735456
feat_8,0.00035037495641612184
feat_4,0.000353024834705451
feat_108,0.00035951957196243
feat_51,0.00036028385087434335
feat_42,0.00036337640983159504
feat_3,0.0003738019129557957
feat_116,0.00038286644832432606
feat_23,0.00038941665512572945
feat_76,0.00040267603880983494
feat_123,0.00040328624611647436
feat_60,0.00041526692896403093
feat_14,0.0004416642658818137
feat_114,0.0004427372589807632
feat_112,0.00047117476968545625
feat_46,0.0004861536919032128
feat_34,0.000488670199006025
feat_33,0.0005393517188614138
feat_26,0.0005456410506631482
feat_74,0.0005904802845165147
feat_93,0.000592252152353212
feat_109,0.0006053832667689774
feat_22,0.000606325420535736
feat_80,0.0006296143140560817
feat_83,0.000658295320731983
feat_27,0.000678287808618383
feat_102,0.0006837621128063853
feat_122,0.0008334144453801207
feat_48,0.0008838574540803723
feat_11,0.000887509665365771
feat_20,0.0009180232453363857
feat_9,0.0009556285892302174
feat_45,0.0009660571233098825
feat_36,0.0009739866340085168
feat_54,0.0010683242384170067
feat_63,0.0010835494657929212
feat_13,0.0011232413939679553
feat_38,0.0013544063309383735
feat_28,0.0016002208722145418
feat_58,0.0017786723822217133
feat_17,0.001888296327818928
feat_1,0.002010606632473699
feat_40,0.002461005507898273
feat_19,0.0025728355560779015
feat_81,0.0027948129571447877
feat_25,0.0029985407699739232
feat_2,0.00473032403192355
feat_5,0.004835611776942717
feat_15,0.005501910504481322
feat_6,0.012129839310066792
feat_16,0.01633450624302466
feat_7,0.033616357335533406
